lab,age_group,d_z,n,d_z_var,method,mean_age,prop_monolingual,modal_lang1,mean_lang1_exposure,prop_preterm,prop_curr_earinfection,prop_hearing_vision,prop_cognitive_developmental,prop_nae,num_trials,participant_design,presentation,response_mode,setting,speaker,speaker_experience,speaker_fam,speaker_female,speech_type
babylabparisdescartes1,12-15 mo,0.4998754275496327,14,0.14731920434049872,hpp,406.1162790697674,1,french,98.45348837209302,NA,0,0,0,0,16,within_two,tape recording,behavior,laboratory,unfamiliar mother,1,0,1,naturalistic
babylabplymouth,9-12 mo,0.6363593503321556,26,0.08081685791110735,hpp,317.07272727272726,1,english,99.87878787878788,NA,0,0,0,0,16,within_two,tape recording,behavior,laboratory,unfamiliar mother,1,0,1,naturalistic
babylabpotsdam,9-12 mo,0.57927547544352,44,0.04736113679801316,hpp,306.996632996633,1,german,98.42760942760943,NA,0,0,0.02356902356902357,0,16,within_two,tape recording,behavior,laboratory,unfamiliar mother,1,0,1,naturalistic
babylabpotsdam,9-12 mo,0.57927547544352,44,0.04736113679801316,hpp,306.996632996633,1,german,98.42760942760943,NA,0,0,0.02356902356902357,0,16,within_two,tape recording,eye-tracking,laboratory,unfamiliar mother,1,0,1,naturalistic
babylabpotsdam,9-12 mo,0.57927547544352,44,0.04736113679801316,singlescreen,306.996632996633,1,german,98.42760942760943,NA,0,0,0.02356902356902357,0,16,within_two,tape recording,behavior,laboratory,unfamiliar mother,1,0,1,naturalistic
babylabpotsdam,9-12 mo,0.57927547544352,44,0.04736113679801316,singlescreen,306.996632996633,1,german,98.42760942760943,NA,0,0,0.02356902356902357,0,16,within_two,tape recording,eye-tracking,laboratory,unfamiliar mother,1,0,1,naturalistic
babylabprinceton,12-15 mo,1.618841545189404,12,0.22126349892565034,hpp,414.0169491525424,1,english,98.8135593220339,0.2542372881355932,0,0.01694915254237288,0,1,16,within_two,tape recording,behavior,laboratory,unfamiliar mother,1,0,1,naturalistic
babylabshimane,3-6 mo,-0.5382879016146257,10,0.20724384662561693,eyetracking,145.87755102040816,1,japanese,99.85714285714286,NA,0,0,0,0,16,within_two,tape recording,eye-tracking,laboratory,unfamiliar mother,1,0,1,naturalistic
babylabshimane,6-9 mo,0.17161357774735542,13,0.15441252346283169,eyetracking,230.35897435897436,1,japanese,99.52564102564102,NA,0,0,0,0,16,within_two,tape recording,eye-tracking,laboratory,unfamiliar mother,1,0,1,naturalistic
babylabuclajohnson,12-15 mo,0.42553628131446286,21,0.09739382293708264,eyetracking,405.1709401709402,1,english,98.06837606837607,NA,0,0,0,1,16,within_two,tape recording,eye-tracking,laboratory,unfamiliar mother,1,0,1,naturalistic
babylabutrecht,6-9 mo,0.1746061178274103,30,0.06692072746985633,hpp,224.75520833333334,1,dutch,100,NA,0,0,0,0,16,within_two,tape recording,behavior,laboratory,unfamiliar mother,1,0,1,naturalistic
babylabutrecht,9-12 mo,0.24701092264615893,31,0.06500818061214925,hpp,325.6507936507937,1,dutch,100,NA,0,0,0,0,16,within_two,tape recording,behavior,laboratory,unfamiliar mother,1,0,1,naturalistic
babylabvuw,6-9 mo,0.031084802334250098,13,0.15386473586415692,singlescreen,227.02197802197801,1,english,98.02197802197803,NA,0,0,0,0,16,within_two,tape recording,eye-tracking,laboratory,unfamiliar mother,1,0,1,naturalistic
babylabyork,6-9 mo,0.20782626968676826,16,0.1256748712245612,singlescreen,218.9075630252101,1,english,100,NA,0.06722689075630252,0,0,0,16,within_two,tape recording,eye-tracking,laboratory,unfamiliar mother,1,0,1,naturalistic
babylabyork,9-12 mo,0.4075227397810902,15,0.13610124639064478,singlescreen,313.8514851485148,1,english,99.93069306930693,NA,0,0,0,0,16,within_two,tape recording,eye-tracking,laboratory,unfamiliar mother,1,0,1,naturalistic
babylingoslo,6-9 mo,0.3029129720117131,12,0.1685782555961035,eyetracking,234.61016949152543,1,norwegian,99.83050847457628,NA,0,0,0,0,16,within_two,tape recording,eye-tracking,laboratory,unfamiliar mother,1,0,1,naturalistic
baldwinlabuoregon,9-12 mo,0.5435029663567008,15,0.1382565912406422,singlescreen,322.29591836734693,1,english,98.72448979591837,NA,0,0,0.07142857142857142,1,16,within_two,tape recording,eye-tracking,laboratory,unfamiliar mother,1,0,1,naturalistic
bchdosu,12-15 mo,0.6735605024861826,14,0.15095863840195425,singlescreen,405.7362637362637,1,english,99.91208791208791,NA,0,0.08791208791208792,0,1,16,within_two,tape recording,eye-tracking,laboratory,unfamiliar mother,1,0,1,naturalistic
bchdosu,3-6 mo,0.4341621368544588,19,0.10774337843523722,singlescreen,141.27480916030535,1,english,99.42748091603053,NA,0,0.11450381679389313,0,1,16,within_two,tape recording,eye-tracking,laboratory,unfamiliar mother,1,0,1,naturalistic
bchdosu,6-9 mo,0.046682915335157685,15,0.13336965490973648,singlescreen,241.03883495145632,1,english,99.22330097087378,NA,0,0.27184466019417475,0,1,16,within_two,tape recording,eye-tracking,laboratory,unfamiliar mother,1,0,1,naturalistic
bchdosu,9-12 mo,0.3250812615917091,16,0.12665121604121965,singlescreen,322.7857142857143,1,english,99.91836734693878,NA,0,0.12244897959183673,0,1,16,within_two,tape recording,eye-tracking,laboratory,unfamiliar mother,1,0,1,naturalistic
bcrlunlv,12-15 mo,0.5302962799024193,27,0.07667790874516986,singlescreen,409.41803278688525,1,english,98.49180327868852,NA,0,0,0,1,16,within_two,tape recording,eye-tracking,laboratory,unfamiliar mother,1,0,1,naturalistic
bllumanitoba,12-15 mo,1.7588518139856606,16,0.17333687036813514,hpp,410.6224489795918,1,english,98.12244897959184,NA,0,0,0,1,16,within_two,tape recording,behavior,laboratory,unfamiliar mother,1,0,1,naturalistic
bllumanitoba,3-6 mo,0.49159858958139285,13,0.15849363794766183,hpp,166.54255319148936,1,english,97.05319148936171,NA,0,0,0,1,16,within_two,tape recording,behavior,laboratory,unfamiliar mother,1,0,1,naturalistic
bllumanitoba,6-9 mo,-0.1020301594667465,26,0.07702317455231548,hpp,234.7696335078534,1,english,98.87434554973822,NA,0,0,0,1,16,within_two,tape recording,behavior,laboratory,unfamiliar mother,1,0,1,naturalistic
bllumanitoba,9-12 mo,0.6351034305894019,23,0.09134083008202638,hpp,313.8169934640523,1,english,97.7124183006536,NA,0,0,0,1,16,within_two,tape recording,behavior,laboratory,unfamiliar mother,1,0,1,naturalistic
bounbcl,12-15 mo,0.5775265071382218,26,0.08013016217737765,singlescreen,408.9316239316239,1,turkish,96.46153846153847,NA,0,0,0,0,16,within_two,tape recording,eye-tracking,laboratory,unfamiliar mother,1,0,1,naturalistic
callab,9-12 mo,0.0876263247920479,14,0.14299425665708146,eyetracking,334.36986301369865,1,english,98.28767123287672,NA,0,0,0.0410958904109589,1,16,within_two,tape recording,eye-tracking,laboratory,unfamiliar mother,1,0,1,naturalistic
cdcceu,12-15 mo,0.8065112591533597,12,0.18021792523210703,eyetracking,399.51428571428573,1,hungarian,96.77142857142857,0,0,0,0,0,16,within_two,tape recording,eye-tracking,laboratory,unfamiliar mother,1,0,1,naturalistic
cdcceu,3-6 mo,-0.13329002252115366,11,0.18222195977508385,eyetracking,148.48387096774192,1,hungarian,99.24193548387096,0,0,0.016129032258064516,0,0,16,within_two,tape recording,eye-tracking,laboratory,unfamiliar mother,1,0,1,naturalistic
chosunbaby,12-15 mo,0.6603488796153675,30,0.07030050535674393,hpp,404.70319634703196,1,korean,100,NA,0,0,0,0,16,within_two,tape recording,behavior,laboratory,unfamiliar mother,1,0,1,naturalistic
chosunbaby,6-9 mo,0.17531489363381345,28,0.07170299385651638,hpp,224.7584541062802,1,korean,100,NA,0.028985507246376812,0,0,0,16,within_two,tape recording,behavior,laboratory,unfamiliar mother,1,0,1,naturalistic
chosunbaby,9-12 mo,0.5530360176286023,19,0.10928748469466451,hpp,298.5507246376812,1,korean,100,NA,0,0,0,0,16,within_two,tape recording,behavior,laboratory,unfamiliar mother,1,0,1,naturalistic
dcnlabtennessee,12-15 mo,0.5372982055390684,13,0.15939787233991354,eyetracking,405.93220338983053,1,english,99.57627118644068,NA,0,0,0,1,16,within_two,tape recording,eye-tracking,laboratory,unfamiliar mother,1,0,1,naturalistic
earlysocogfm,6-9 mo,0.20882112979491183,11,0.18280923327838236,eyetracking,226.26530612244898,1,english,98.10204081632654,0.14285714285714285,0,0,0,1,16,within_two,tape recording,eye-tracking,laboratory,unfamiliar mother,1,0,1,naturalistic
earlysocogfm,9-12 mo,0.5088002978605677,12,0.17205995298131255,eyetracking,314.8125,1,english,99.421875,NA,0,0,0,1,16,within_two,tape recording,eye-tracking,laboratory,unfamiliar mother,1,0,1,naturalistic
escompicbsleipzig,3-6 mo,0.42114640881764975,12,0.17036175620125005,eyetracking,155.04109589041096,1,german,99.02739726027397,NA,0,0,0,0,16,within_two,tape recording,eye-tracking,laboratory,unfamiliar mother,1,0,1,naturalistic
ethosrennes,3-6 mo,-0.11068204239147464,44,0.04552415065061334,eyetracking,145.7970479704797,1,french,99.08856088560886,NA,0,0,0,0,16,within_two,tape recording,eye-tracking,laboratory,unfamiliar mother,1,0,1,naturalistic
ethosrennes,6-9 mo,0.2430715257422589,37,0.05445326869342345,eyetracking,231.86666666666667,1,french,99.64102564102564,NA,0.020512820512820513,0,0,0,16,within_two,tape recording,eye-tracking,laboratory,unfamiliar mother,1,0,1,naturalistic
icclbc,6-9 mo,0.04536904837074424,12,0.16670954896979306,singlescreen,227.61428571428573,1,english,98.85714285714286,NA,0,0,0,1,16,within_two,tape recording,eye-tracking,laboratory,unfamiliar mother,1,0,1,naturalistic
infantcoglablouisville,9-12 mo,0.06046464855546793,26,0.07695823051658593,singlescreen,323.59712230215825,1,english,99.96402877697842,NA,0.04316546762589928,0,0.03597122302158273,1,16,within_two,tape recording,eye-tracking,laboratory,unfamiliar mother,1,0,1,naturalistic
infantcogubc,3-6 mo,0.3353204198814508,28,0.07243249807133458,singlescreen,138.04022988505747,1,english,97.856321839080465,NA,0,0,0,1,16,within_two,tape recording,eye-tracking,laboratory,unfamiliar mother,1,0,1,naturalistic
infantlanglabutk,12-15 mo,0.5463652957320767,33,0.06286753815439697,hpp,415.36842105263156,1,english,99.7846889952153,NA,0,0,0,1,16,within_two,tape recording,behavior,laboratory,unfamiliar mother,1,0,1,naturalistic
infantlanglabutk,6-9 mo,0.5427216958610118,32,0.06480114718092385,hpp,225.41150442477877,1,english,99.51327433628319,NA,0,0,0,1,16,within_two,tape recording,behavior,laboratory,unfamiliar mother,1,0,1,naturalistic
infantllmadison,12-15 mo,1.0528971159143887,27,0.08433881793241516,hpp,410.09722222222223,1,english,99.09722222222223,NA,0,0.041666666666666664,0,1,16,within_two,tape recording,behavior,laboratory,unfamiliar mother,1,0,1,naturalistic
infantllmadison,6-9 mo,0.32015769486680756,30,0.06752084124652023,hpp,226.2921348314607,1,english,98.9438202247191,NA,0,0,0,1,16,within_two,tape recording,behavior,laboratory,unfamiliar mother,1,0,1,naturalistic
infantllmadison,9-12 mo,0.9123134132703429,30,0.07360263136694153,hpp,315.84180790960454,1,english,99.06214689265536,NA,0,0,0,1,16,within_two,tape recording,behavior,laboratory,unfamiliar mother,1,0,1,naturalistic
infantstudiesubc,6-9 mo,0.4883213306668772,19,0.10840075949979301,hpp,229.03658536585365,1,english,98.32926829268293,NA,0,0,0,1,16,within_two,tape recording,behavior,laboratory,unfamiliar mother,1,0,1,naturalistic
irlconcordia,6-9 mo,-0.28618932834703803,14,0.14431972020820943,eyetracking,227.63333333333333,1,english,97.36666666666666,NA,0,0.1,0,1,16,within_two,tape recording,eye-tracking,laboratory,unfamiliar mother,1,0,1,naturalistic
islnotredame,12-15 mo,0.5127359572216238,28,0.07377587644489263,hpp,409.8024691358025,1,english,99.73456790123457,NA,0,0,0.037037037037037035,1,16,within_two,tape recording,behavior,laboratory,unfamiliar mother,1,0,1,naturalistic
isplabmcgill,12-15 mo,2.0260358867452424,10,0.3026205353594895,hpp,414.15384615384613,1,french,96.1923076923077,NA,0,0.057692307692307696,0,0,16,within_two,tape recording,behavior,laboratory,unfamiliar mother,1,0,1,naturalistic
kokuhamburg,6-9 mo,-0.09319274994353038,10,0.20021712221605095,eyetracking,221.43243243243242,1,german,99.05405405405405,NA,0,0,0,0,16,within_two,tape recording,eye-tracking,laboratory,unfamiliar mother,1,0,1,naturalistic
kyotobabylab,6-9 mo,-0.366800913782895,10,0.20336357275879918,eyetracking,214.26,1,japanese,99.48,NA,0,0,0,0,16,within_two,tape recording,eye-tracking,laboratory,unfamiliar mother,1,0,1,naturalistic
kyotobabylab,9-12 mo,0.256398579030209,14,0.14403107555944125,eyetracking,303.4864864864865,1,japanese,99.13513513513513,NA,0,0,0.05405405405405406,0,16,within_two,tape recording,eye-tracking,laboratory,unfamiliar mother,1,0,1,naturalistic
labunam,6-9 mo,0.23047927449343206,11,0.1830254703629777,eyetracking,225.47169811320754,1,spanish,98.86792452830188,NA,0,0,0,0,16,within_two,tape recording,eye-tracking,laboratory,unfamiliar mother,1,0,1,naturalistic
lancaster,12-15 mo,0.06694099990177053,18,0.11117334857594234,singlescreen,412.85135135135135,1,english,100,NA,0,0,0,0,16,within_two,tape recording,eye-tracking,laboratory,unfamiliar mother,1,0,1,naturalistic
lancaster,6-9 mo,0.22717694507153685,19,0.10594222847857941,eyetracking,222.82905982905982,1,english,100,0,0,0.09401709401709402,0,0,16,within_two,tape recording,eye-tracking,laboratory,unfamiliar mother,1,0,1,naturalistic
langlabucla,3-6 mo,0.42533286095719886,29,0.07052506933284514,hpp,154.60663507109004,1,english,99.18009478672985,NA,0,0,0,1,16,within_two,tape recording,behavior,laboratory,unfamiliar mother,1,0,1,naturalistic
langlabucla,9-12 mo,0.6464271846057973,28,0.0751595366517623,hpp,324.2020725388601,1,english,98.54922279792746,NA,0.04145077720207254,0,0,1,16,within_two,tape recording,behavior,laboratory,unfamiliar mother,1,0,1,naturalistic
lcdfsu,9-12 mo,0.12007568825950105,10,0.20036045427277482,eyetracking,312.9767441860465,1,english,100,NA,0,0.11627906976744186,0,1,16,within_two,tape recording,eye-tracking,laboratory,unfamiliar mother,1,0,1,naturalistic
ldlottawa,6-9 mo,0.5794670552106054,14,0.14885325121561518,singlescreen,245.15151515151516,1,english,99.6969696969697,NA,0,0,0,1,16,within_two,tape recording,eye-tracking,laboratory,unfamiliar mother,1,0,1,naturalistic
ldlottawa,9-12 mo,-5.596043033053833e-4,11,0.18181818893538582,singlescreen,311.6326530612245,1,english,98.71428571428571,NA,0,0,0,1,16,within_two,tape recording,eye-tracking,laboratory,unfamiliar mother,1,0,1,naturalistic
lllliv,12-15 mo,0.6580230633543365,10,0.21082485879765564,eyetracking,397,1,english,99.97435897435898,NA,0,0,0,0,16,within_two,tape recording,eye-tracking,laboratory,unfamiliar mother,1,0,1,naturalistic
lllliv,6-9 mo,0.40956157711496527,14,0.14585251224015888,eyetracking,230,1,english,99.64150943396227,NA,0,0,0,0,16,within_two,tape recording,eye-tracking,laboratory,unfamiliar mother,1,0,1,naturalistic
lppparisdescartes2,6-9 mo,0.4136314562655975,15,0.13618484969353997,hpp,234.864406779661,1,french,98.8135593220339,NA,0.05084745762711865,0,0,0,16,within_two,tape recording,behavior,laboratory,unfamiliar mother,1,0,1,naturalistic
madlabucsd,6-9 mo,0.14274992667470185,10,0.20050943853914083,singlescreen,232.77941176470588,1,english,99.76470588235294,NA,0,0,0,1,16,within_two,tape recording,eye-tracking,laboratory,unfamiliar mother,1,0,1,naturalistic
minddevlabbicocca,3-6 mo,0.49824023756776104,11,0.18746007578026316,singlescreen,147.75342465753425,1,italian,100,NA,0,0,0,0,16,within_two,tape recording,eye-tracking,laboratory,unfamiliar mother,1,0,1,naturalistic
musdevutm,6-9 mo,0.19473312513925575,30,0.0669826749168875,hpp,226.49769585253455,1,english,98.68202764976958,NA,0,0,0,1,16,within_two,tape recording,behavior,laboratory,unfamiliar mother,1,0,1,naturalistic
pocdnorthwestern,12-15 mo,0.7092969160489729,21,0.10122740613234028,eyetracking,413.6936936936937,1,english,97.97297297297297,NA,0,0,0,1,16,within_two,tape recording,eye-tracking,laboratory,unfamiliar mother,1,0,1,naturalistic
purdueinfantspeech,12-15 mo,0.8143476042496107,30,0.07219301683789234,hpp,395.77245508982037,1,english,99.94011976047904,0.04790419161676647,0.09580838323353294,0,0,1,16,within_two,tape recording,behavior,laboratory,unfamiliar mother,1,0,1,naturalistic
purdueinfantspeech,9-12 mo,0.4990496242367993,26,0.07931779353318165,hpp,309,1,english,99.46783625730994,0,0,0,0,1,16,within_two,tape recording,behavior,laboratory,unfamiliar mother,1,0,1,naturalistic
socialcogumiami,3-6 mo,-0.19839307479171134,14,0.1435599966450948,eyetracking,135.77586206896552,1,english,97.06896551724138,NA,0,0,0,1,16,within_two,tape recording,eye-tracking,laboratory,unfamiliar mother,1,0,1,naturalistic
trainorlab,6-9 mo,0.5282912274497675,24,0.08624053771875398,hpp,242.41139240506328,1,english,97.9873417721519,NA,0,0,0,1,16,within_two,tape recording,behavior,laboratory,unfamiliar mother,1,0,1,naturalistic
udssaarland,12-15 mo,0.22671810408949997,16,0.12580314216753027,singlescreen,407.64220183486236,1,german,100,NA,0.07339449541284404,0,0,0,16,within_two,tape recording,eye-tracking,laboratory,unfamiliar mother,1,0,1,naturalistic
udssaarland,6-9 mo,-0.024491295905108564,11,0.18183181417216163,singlescreen,239.75,1,german,100,NA,0,0,0,0,16,within_two,tape recording,eye-tracking,laboratory,unfamiliar mother,1,0,1,naturalistic
udssaarland,9-12 mo,-0.13511457825722847,14,0.14318314195102907,singlescreen,310.94565217391306,0.9130434782608695,german,99.1304347826087,NA,0,0,0,0,16,within_two,tape recording,eye-tracking,laboratory,unfamiliar mother,1,0,1,naturalistic
unlvmusiclab,3-6 mo,0.8656482356692645,19,0.11512298510417514,singlescreen,138.10852713178295,1,english,99.76744186046511,NA,0,0,0,1,16,within_two,tape recording,eye-tracking,laboratory,unfamiliar mother,1,0,1,naturalistic
weescienceedinburgh,6-9 mo,0.02083591022472662,32,0.0625033916808976,singlescreen,212.0950226244344,1,english,99.23076923076923,NA,0,0,0,0,16,within_two,tape recording,eye-tracking,laboratory,unfamiliar mother,1,0,1,naturalistic
weltentdeckerzurich,12-15 mo,0.639083581155764,26,0.08085026753560458,eyetracking,409.52517985611513,1,swissgerman,98.39568345323741,NA,0,0,0,0,16,within_two,tape recording,eye-tracking,laboratory,unfamiliar mother,1,0,1,naturalistic
wsigoettingen,12-15 mo,0.5234717465507817,14,0.14775040481137366,singlescreen,407.735632183908,1,german,100,NA,0,0,0,0,16,within_two,tape recording,eye-tracking,laboratory,unfamiliar mother,1,0,1,naturalistic
wsigoettingen,3-6 mo,-0.3841716342015899,12,0.16974141342760665,singlescreen,147.4777777777778,1,german,99.92222222222222,NA,0,0,0,0,16,within_two,tape recording,eye-tracking,laboratory,unfamiliar mother,1,0,1,naturalistic
wsigoettingen,6-9 mo,0.2879483193088247,31,0.06518479221445787,singlescreen,221.7594936708861,1,german,99.11392405063292,NA,0,0,0,0,16,within_two,tape recording,eye-tracking,laboratory,unfamiliar mother,1,0,1,naturalistic
wsigoettingen,9-12 mo,0.2844136877933894,30,0.06734075954836863,singlescreen,312.6701030927835,1,german,99.24742268041237,NA,0.041237113402061855,0,0,0,16,within_two,tape recording,eye-tracking,laboratory,unfamiliar mother,1,0,1,naturalistic
